Image,Index,Name,Type 1,Type 2,Total,HP,Attack,Defense,SP. Atk.,SP. Def,Speed,matched_name,moves
images/11.png,8,Wartortle,Water,,405,59,63,80,65,80,58,wartortle,"aqua-jet, aqua-ring, aqua-tail, attract, aura-sphere, bide, bite, blizzard, body-slam, brick-break, brine, bubble, bubble-beam, captivate, chilling-water, confide, counter, curse, defense-curl, dig, dive, double-edge, double-team, dragon-pulse, dynamic-punch, endure, facade, fake-out, false-swipe, flail, fling, flip-turn, focus-punch, frustration, gyro-ball, hail, haze, headbutt, helping-hand, hidden-power, hydro-pump, ice-beam, ice-punch, ice-spinner, icy-wind, iron-defense, iron-tail, life-dew, liquidation, mega-kick, mega-punch, mimic, mirror-coat, mist, mud-shot, mud-slap, muddy-water, natural-gift, outrage, power-up-punch, protect, rage, rain-dance, rapid-spin, reflect, rest, return, rock-slide, rock-smash, rock-tomb, rollout, round, scald, secret-power, seismic-toss, shell-smash, skull-bash, sleep-talk, snore, strength, submission, substitute, surf, swagger, tackle, tail-whip, take-down, tera-blast, toxic, water-gun, water-pledge, water-pulse, water-spout, waterfall, wave-crash, weather-ball, whirlpool, withdraw, work-up, yawn, zen-headbutt"
images/12.png,9,Blastoise,Water,,530,79,83,100,85,105,78,blastoise,"aqua-jet, aqua-ring, aqua-tail, attract, aura-sphere, avalanche, bide, bite, blizzard, body-press, body-slam, brick-break, brine, bubble, bubble-beam, bulldoze, captivate, chilling-water, confide, counter, crunch, curse, dark-pulse, defense-curl, dig, dive, double-edge, double-team, dragon-pulse, dragon-tail, dynamic-punch, earthquake, endure, facade, fake-out, false-swipe, fissure, flail, flash-cannon, fling, flip-turn, focus-blast, focus-punch, frustration, giga-impact, gyro-ball, hail, haze, headbutt, helping-hand, hidden-power, hydro-cannon, hydro-pump, hyper-beam, ice-beam, ice-punch, ice-spinner, icy-wind, iron-defense, iron-tail, life-dew, liquidation, mega-kick, mega-punch, mimic, mirror-coat, mist, mud-shot, mud-slap, muddy-water, natural-gift, outrage, power-up-punch, protect, rage, rain-dance, rapid-spin, reflect, rest, return, roar, rock-climb, rock-slide, rock-smash, rock-tomb, rollout, round, scald, scary-face, secret-power, seismic-toss, shell-smash, signal-beam, skull-bash, sleep-talk, smack-down, snore, strength, submission, substitute, surf, swagger, tackle, tail-whip, take-down, tera-blast, terrain-pulse, toxic, water-gun, water-pledge, water-pulse, water-spout, waterfall, wave-crash, weather-ball, whirlpool, withdraw, work-up, yawn, zen-headbutt"
images/13.png,9,blastoise-mega blastoise,Water,,630,79,103,120,135,115,78,blastoise,"aqua-jet, aqua-ring, aqua-tail, attract, aura-sphere, avalanche, bide, bite, blizzard, body-press, body-slam, brick-break, brine, bubble, bubble-beam, bulldoze, captivate, chilling-water, confide, counter, crunch, curse, dark-pulse, defense-curl, dig, dive, double-edge, double-team, dragon-pulse, dragon-tail, dynamic-punch, earthquake, endure, facade, fake-out, false-swipe, fissure, flail, flash-cannon, fling, flip-turn, focus-blast, focus-punch, frustration, giga-impact, gyro-ball, hail, haze, headbutt, helping-hand, hidden-power, hydro-cannon, hydro-pump, hyper-beam, ice-beam, ice-punch, ice-spinner, icy-wind, iron-defense, iron-tail, life-dew, liquidation, mega-kick, mega-punch, mimic, mirror-coat, mist, mud-shot, mud-slap, muddy-water, natural-gift, outrage, power-up-punch, protect, rage, rain-dance, rapid-spin, reflect, rest, return, roar, rock-climb, rock-slide, rock-smash, rock-tomb, rollout, round, scald, scary-face, secret-power, seismic-toss, shell-smash, signal-beam, skull-bash, sleep-talk, smack-down, snore, strength, submission, substitute, surf, swagger, tackle, tail-whip, take-down, tera-blast, terrain-pulse, toxic, water-gun, water-pledge, water-pulse, water-spout, waterfall, wave-crash, weather-ball, whirlpool, withdraw, work-up, yawn, zen-headbutt"
images/14.png,10,Caterpie,Bug,,195,45,30,35,20,20,45,caterpie,"bug-bite, electroweb, snore, string-shot, tackle"
images/15.png,11,Metapod,Bug,,205,50,20,55,25,25,30,metapod,"bug-bite, electroweb, harden, iron-defense, string-shot"
images/16.png,12,Butterfree,Bug,Flying,395,60,45,50,90,80,70,butterfree,"acrobatics, aerial-ace, air-cutter, air-slash, attract, baton-pass, bide, bug-bite, bug-buzz, captivate, confide, confusion, curse, defog, double-edge, double-team, draining-kiss, dream-eater, dual-wingbeat, electroweb, endure, energy-ball, facade, flash, frustration, giga-drain, giga-impact, gust, harden, headbutt, hidden-power, hurricane, hyper-beam, infestation, iron-defense, mega-drain, mimic, natural-gift, nightmare, ominous-wind, poison-powder, pollen-puff, protect, psybeam, psych-up, psychic, psywave, quiver-dance, rage, rage-powder, rain-dance, razor-wind, reflect, rest, return, roost, round, safeguard, secret-power, shadow-ball, signal-beam, silver-wind, skill-swap, sleep-powder, sleep-talk, snore, solar-beam, string-shot, struggle-bug, stun-spore, substitute, sunny-day, supersonic, swagger, sweet-scent, swift, tackle, tailwind, take-down, teleport, thief, toxic, twister, u-turn, venoshock, whirlwind"
images/17.png,13,Weedle,Bug,Poison,195,40,35,30,20,20,50,weedle,"bug-bite, electroweb, poison-sting, string-shot"
images/18.png,14,Kakuna,Bug,Poison,205,45,25,50,25,25,35,kakuna,"bug-bite, electroweb, harden, iron-defense, string-shot"
images/19.png,15,Beedrill,Bug,Poison,395,65,90,40,45,80,75,beedrill,"acrobatics, aerial-ace, agility, air-cutter, assurance, attract, bide, brick-break, brutal-swing, bug-bite, captivate, confide, curse, cut, defog, double-edge, double-team, drill-run, electroweb, endeavor, endure, facade, false-swipe, fell-stinger, flash, focus-energy, frustration, fury-attack, fury-cutter, giga-drain, giga-impact, harden, headbutt, hidden-power, hyper-beam, infestation, knock-off, laser-focus, mega-drain, mimic, natural-gift, ominous-wind, outrage, payback, peck, pin-missile, poison-jab, poison-sting, protect, pursuit, rage, reflect, rest, return, rock-smash, roost, round, secret-power, silver-wind, skull-bash, sleep-talk, sludge-bomb, snore, solar-beam, string-shot, struggle-bug, substitute, sunny-day, swagger, sweet-scent, swift, swords-dance, tailwind, take-down, thief, throat-chop, toxic, toxic-spikes, twineedle, u-turn, venoshock, x-scissor"
images/20.png,15,beedrill-mega beedrill,Bug,Poison,495,65,150,40,15,80,145,beedrill,"acrobatics, aerial-ace, agility, air-cutter, assurance, attract, bide, brick-break, brutal-swing, bug-bite, captivate, confide, curse, cut, defog, double-edge, double-team, drill-run, electroweb, endeavor, endure, facade, false-swipe, fell-stinger, flash, focus-energy, frustration, fury-attack, fury-cutter, giga-drain, giga-impact, harden, headbutt, hidden-power, hyper-beam, infestation, knock-off, laser-focus, mega-drain, mimic, natural-gift, ominous-wind, outrage, payback, peck, pin-missile, poison-jab, poison-sting, protect, pursuit, rage, reflect, rest, return, rock-smash, roost, round, secret-power, silver-wind, skull-bash, sleep-talk, sludge-bomb, snore, solar-beam, string-shot, struggle-bug, substitute, sunny-day, swagger, sweet-scent, swift, swords-dance, tailwind, take-down, thief, throat-chop, toxic, toxic-spikes, twineedle, u-turn, venoshock, x-scissor"
images/21.png,16,Pidgey,Normal,Flying,251,40,45,40,35,35,56,pidgey,"aerial-ace, agility, air-cutter, air-slash, attract, bide, brave-bird, captivate, confide, curse, defog, detect, double-edge, double-team, endure, facade, feather-dance, feint-attack, fly, foresight, frustration, gust, headbutt, heat-wave, hidden-power, hurricane, mimic, mirror-move, mud-slap, natural-gift, ominous-wind, pluck, protect, pursuit, quick-attack, rage, rain-dance, razor-wind, reflect, rest, return, roost, round, sand-attack, secret-power, sky-attack, sleep-talk, snore, steel-wing, substitute, sunny-day, swagger, swift, tackle, tailwind, take-down, thief, toxic, twister, u-turn, uproar, whirlwind, wing-attack, work-up"
images/22.png,17,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,pidgeotto,"aerial-ace, agility, air-cutter, air-slash, attract, bide, captivate, confide, curse, defog, detect, double-edge, double-team, endure, facade, feather-dance, fly, frustration, gust, headbutt, heat-wave, hidden-power, hurricane, mimic, mirror-move, mud-slap, natural-gift, ominous-wind, pluck, protect, quick-attack, rage, rain-dance, razor-wind, reflect, rest, return, roost, round, sand-attack, secret-power, sky-attack, sleep-talk, snore, steel-wing, substitute, sunny-day, swagger, swift, tackle, tailwind, take-down, thief, toxic, twister, u-turn, uproar, whirlwind, wing-attack, work-up"
images/23.png,18,Pidgeot,Normal,Flying,479,83,80,75,70,70,101,pidgeot,"aerial-ace, agility, air-cutter, air-slash, attract, bide, captivate, confide, curse, defog, detect, double-edge, double-team, endure, facade, feather-dance, fly, frustration, giga-impact, gust, headbutt, heat-wave, hidden-power, hurricane, hyper-beam, laser-focus, mimic, mirror-move, mud-slap, natural-gift, ominous-wind, pluck, protect, quick-attack, rage, rain-dance, razor-wind, reflect, rest, return, roost, round, sand-attack, secret-power, sky-attack, sleep-talk, snore, steel-wing, substitute, sunny-day, swagger, swift, tackle, tailwind, take-down, thief, toxic, twister, u-turn, uproar, whirlwind, wing-attack, work-up"
images/24.png,18,pidgeot-mega pidgeot,Normal,Flying,579,83,80,80,135,80,121,pidgeot,"aerial-ace, agility, air-cutter, air-slash, attract, bide, captivate, confide, curse, defog, detect, double-edge, double-team, endure, facade, feather-dance, fly, frustration, giga-impact, gust, headbutt, heat-wave, hidden-power, hurricane, hyper-beam, laser-focus, mimic, mirror-move, mud-slap, natural-gift, ominous-wind, pluck, protect, quick-attack, rage, rain-dance, razor-wind, reflect, rest, return, roost, round, sand-attack, secret-power, sky-attack, sleep-talk, snore, steel-wing, substitute, sunny-day, swagger, swift, tackle, tailwind, take-down, thief, toxic, twister, u-turn, uproar, whirlwind, wing-attack, work-up"
images/25.png,19,Rattata,Normal,,253,30,56,35,25,35,72,rattata,"assurance, attract, bide, bite, blizzard, body-slam, bubble-beam, captivate, charge-beam, confide, counter, covet, crunch, curse, cut, defense-curl, dig, double-edge, double-team, endeavor, endure, facade, final-gambit, flame-wheel, focus-energy, frustration, fury-swipes, grass-knot, headbutt, hidden-power, hyper-fang, ice-beam, icy-wind, iron-tail, laser-focus, last-resort, me-first, mimic, mud-slap, natural-gift, pluck, protect, pursuit, quick-attack, rage, rain-dance, rest, retaliate, return, revenge, reversal, rock-smash, round, screech, secret-power, shadow-ball, shock-wave, skull-bash, sleep-talk, sludge-bomb, snore, substitute, sucker-punch, sunny-day, super-fang, swagger, swift, tackle, tail-whip, take-down, taunt, thief, thunder, thunder-wave, thunderbolt, toxic, u-turn, uproar, water-gun, wild-charge, work-up, zen-headbutt"
images/26.png,19,Rattata Alolan Rattata,Dark,Normal,253,30,56,35,25,35,72,rattata,"assurance, attract, bide, bite, blizzard, body-slam, bubble-beam, captivate, charge-beam, confide, counter, covet, crunch, curse, cut, defense-curl, dig, double-edge, double-team, endeavor, endure, facade, final-gambit, flame-wheel, focus-energy, frustration, fury-swipes, grass-knot, headbutt, hidden-power, hyper-fang, ice-beam, icy-wind, iron-tail, laser-focus, last-resort, me-first, mimic, mud-slap, natural-gift, pluck, protect, pursuit, quick-attack, rage, rain-dance, rest, retaliate, return, revenge, reversal, rock-smash, round, screech, secret-power, shadow-ball, shock-wave, skull-bash, sleep-talk, sludge-bomb, snore, substitute, sucker-punch, sunny-day, super-fang, swagger, swift, tackle, tail-whip, take-down, taunt, thief, thunder, thunder-wave, thunderbolt, toxic, u-turn, uproar, water-gun, wild-charge, work-up, zen-headbutt"
images/27.png,20,Raticate,Normal,,413,55,81,60,50,70,97,raticate,"assurance, attract, bide, bite, blizzard, body-slam, bubble-beam, captivate, charge-beam, confide, counter, covet, crunch, curse, cut, defense-curl, dig, double-edge, double-team, endeavor, endure, facade, focus-energy, frustration, fury-swipes, giga-impact, grass-knot, headbutt, hidden-power, hyper-beam, hyper-fang, ice-beam, icy-wind, iron-tail, laser-focus, last-resort, mimic, mud-slap, natural-gift, pluck, protect, pursuit, quick-attack, rage, rain-dance, rest, retaliate, return, roar, rock-smash, round, scary-face, secret-power, shadow-ball, shock-wave, skull-bash, sleep-talk, sludge-bomb, snore, stomping-tantrum, strength, substitute, sucker-punch, sunny-day, super-fang, swagger, swift, swords-dance, tackle, tail-whip, take-down, taunt, thief, throat-chop, thunder, thunder-wave, thunderbolt, toxic, u-turn, uproar, water-gun, wild-charge, work-up, zen-headbutt"
images/28.png,20,Raticate Alolan Raticate,Dark,Normal,413,75,71,70,40,80,77,raticate,"assurance, attract, bide, bite, blizzard, body-slam, bubble-beam, captivate, charge-beam, confide, counter, covet, crunch, curse, cut, defense-curl, dig, double-edge, double-team, endeavor, endure, facade, focus-energy, frustration, fury-swipes, giga-impact, grass-knot, headbutt, hidden-power, hyper-beam, hyper-fang, ice-beam, icy-wind, iron-tail, laser-focus, last-resort, mimic, mud-slap, natural-gift, pluck, protect, pursuit, quick-attack, rage, rain-dance, rest, retaliate, return, roar, rock-smash, round, scary-face, secret-power, shadow-ball, shock-wave, skull-bash, sleep-talk, sludge-bomb, snore, stomping-tantrum, strength, substitute, sucker-punch, sunny-day, super-fang, swagger, swift, swords-dance, tackle, tail-whip, take-down, taunt, thief, throat-chop, thunder, thunder-wave, thunderbolt, toxic, u-turn, uproar, water-gun, wild-charge, work-up, zen-headbutt"
images/29.png,21,Spearow,Normal,Flying,262,40,60,30,31,31,70,spearow,"aerial-ace, agility, air-cutter, assurance, astonish, attract, bide, captivate, confide, curse, defog, detect, double-edge, double-team, drill-peck, drill-run, echoed-voice, endure, facade, false-swipe, feather-dance, feint-attack, fly, focus-energy, frustration, fury-attack, growl, headbutt, heat-wave, hidden-power, leer, mimic, mirror-move, mud-slap, natural-gift, ominous-wind, peck, pluck, protect, pursuit, quick-attack, rage, rain-dance, razor-wind, rest, return, roost, round, scary-face, secret-power, sky-attack, sleep-talk, snore, steel-wing, substitute, sunny-day, swagger, swift, tailwind, take-down, thief, toxic, tri-attack, twister, u-turn, uproar, whirlwind, wing-attack, work-up"
images/30.png,22,Fearow,Normal,Flying,442,65,90,65,61,61,100,fearow,"aerial-ace, agility, air-cutter, assurance, attract, bide, captivate, confide, curse, defog, detect, double-edge, double-team, drill-peck, drill-run, echoed-voice, endure, facade, false-swipe, fly, focus-energy, frustration, fury-attack, giga-impact, growl, headbutt, heat-wave, hidden-power, hyper-beam, laser-focus, leer, mimic, mirror-move, mud-slap, natural-gift, ominous-wind, peck, pluck, protect, pursuit, quick-attack, rage, rain-dance, razor-wind, rest, return, roost, round, secret-power, sky-attack, sleep-talk, snore, steel-wing, substitute, sunny-day, swagger, swift, tailwind, take-down, thief, throat-chop, toxic, tri-attack, twister, u-turn, uproar, whirlwind, wing-attack, work-up"
images/31.png,23,Ekans,Poison,,288,35,60,44,40,54,55,ekans,"acid, acid-spray, aqua-tail, attract, beat-up, belch, bide, bind, bite, body-slam, brutal-swing, bulldoze, captivate, coil, confide, crunch, curse, dark-pulse, dig, disable, double-edge, double-team, earthquake, endure, facade, fire-fang, fissure, frustration, gastro-acid, giga-drain, glare, gunk-shot, haze, headbutt, hidden-power, infestation, iron-tail, knock-off, lash-out, leech-life, leer, mega-drain, mimic, mud-bomb, mud-shot, mud-slap, natural-gift, payback, poison-fang, poison-jab, poison-sting, poison-tail, protect, psychic-fangs, pursuit, rage, rain-dance, rest, return, rock-slide, rock-tomb, round, scale-shot, scary-face, screech, secret-power, seed-bomb, skitter-smack, skull-bash, slam, sleep-talk, sludge-bomb, sludge-wave, snarl, snatch, snore, spit-up, spite, stockpile, strength, substitute, sucker-punch, sunny-day, swagger, swallow, switcheroo, take-down, tera-blast, thief, torment, toxic, toxic-spikes, trailblaze, venoshock, wrap"
